Field1_Text
robotic fabrication processes
Odico Formwork Robotics
RoboFold
Machineous
ROB Technologies
GREYSHED
François Roche/New‐Territories
Antoine Picon
"Design of Robotic Fabricated High Rises, Architecture and Digital Fabrication"
Ellen Dunham‐Jones
June Williamson
Retrofitting Suburbia
"Amelia Mashhoudy and Teatum + Teatum, Reinventing the Family Home"
World Health Organization's Global Network of Age‐Friendly Cities and Communities initiative
Royal Institute of British Architects (RIBA) Building Futures think‐tank
Dickon Robinson
‘Silver Linings: The Active Third Age and the City’
‘China's Concealed Crisis’
Edward Denison and Guang Yu Ren
Radhika Vaidya and Anjali Raje
Roseland Grandfamily Apartments in Chicago
Kathryn Firth and Manisha Patel
Queen Elizabeth Olympic Park
PRP Architects
Matthias Hollwich and Matthew Hoffman
HWKN architects
Le Corbusier's Unité d'Habitation in Marseilles
SCDA Architects
‘apartments in the sky’
WOHA Architects
‘sky village’
‘Housing and Intergenerational Fairness’
Alex Morton
Policy Exchange
the Walkshed
Park Hill in Sheffield
Jack Lynn and Ivor Smith
Hawkins\Brown
Studio Egret West
Urban Splash
Stirling Prize
Baroness Greengross
Helen Castle
Jerry Maltz
Senior Centers
Robert Schmidt III
Toru Eguchi
Sally Stewart
Mark Taylor
Laurie Buys
Hans Becker
‘Humanitas care model’
Terri Peters
Walter Menteth Architects
Re‐Imagine Ageing competition
McCarthy & Stone
Francesca Birks and Katherine Prater of Arup Foresight + Research + Innovation
Richard Mazuch
IBI/Nightingale
RMIT University Design Research Institute
"Tom Svilans, The Bradbury Transcripts, Unit 23, Bartlett School of Architecture, University College London (UCL)"
Walter Benjamin
"Michelangelo Merisi da Caravaggio, The Incredulity of Saint Thomas"
Apple QuickTake
World Wide Web
Facebook
Concorde
Information Age
"Matthew Shaw, Subverted Lidar Landscape"
Kate Davies
sixteen* (makers)
Stahlbogen GmbH
Kielder Water
"Forest Park, Northumberland, UK"
ScanLAB Projects
Michael Webb
Center for Advanced Spatial Analysis (CASA)
3D scanning
‘botox’ architecture
Territorial Agency
Birgir Örn Jónsson
Ilona Gaynor and Benedict Singleton
The Department of No
Philip Beesley
Philippe Baylaucq
"Tom Smith, Simulating a Crashed Architecture"
"Madhav Kidao, The Theatre of Synthetic Realities"
Tobias Nolte
Andrew Witt
Gehry Partners' Fondation Louis Vuitton
Ruairi Glynn
Marta Malé‐Alemany
Jordi Portell
Brandon Kruysman and Jonathan Proto
nano‐manufacturing
4D manufacturing
Richard Beckett and Sarat Babu
Bartlett's Manufacturing and Design Exchange (BMADE)
polymer printing technologies
Richard Wilson
Ralph Parker
Tim Lucas
Emmanuel Vercruysse
‘Subverting the Lidar Landscape’
William Trossell
‘saturated space’
"Joseph Ransom Shaw, The Unnatural History Unit"
Greg Lynn
Archigram
Gordon Pask
Skylar Tibbits
